x,y
-0.7087862359830027,-1.3043619990095654
-0.980281081045153,-0.1360881194803009
0.43814096662648916,1.3549521171561478
0.10754520291135383,-0.7149625642920986
-1.7338177938707129,-1.29032867913534
-0.4557604279999103,-1.4131202280348123
1.3578990131635695,0.7936193221871318
-1.8741824756715524,-1.592045056431186
0.27930724774659177,0.4919029448912858
-1.2129909482412817,-1.2377037296069948
-0.4742294650789681,-0.02732989045505404
0.03920976571883983,-0.9114290425312542
0.21651252167779508,-0.5044627661787177
-0.3615683388967153,-0.05539653020350484
-0.8694668585708059,-1.3569869485379107
-0.38188427968367894,-0.35711290749935093
-0.7217145619383432,-1.3148869889152346
1.3098795167580193,1.3935437468102678
0.13340185482203482,0.6638111133505469
-0.7771216731755167,-1.2061287598899877
0.23313465504894715,0.6567944534134342
0.388274566513033,-0.5816460254869573
1.5111920209197496,1.03569409001752
-0.20458152372472366,-0.45885447658748507
-0.12147085686896338,0.060378358758854715
-0.8657730511549944,-0.21327137878854058
1.492722983840692,1.1619939688855485
-1.152043125880391,-0.3115046179081184
-1.2499290223993973,-0.9921206318080503
2.2037809113844187,1.6882434641690012
-0.003269019562993204,-0.6939125844807605
-0.47792327249477967,-1.1008788608332971
0.36057101089444626,-0.05188820023494849
-1.3496618226263097,-0.5641043756441756
-1.425384874650447,-1.5885367264626298
-0.23967269417493356,-0.778112503726113
1.0069873086614707,0.9585108307092803
1.799308999353052,1.3409187972819225
0.06691332133742658,0.30245312658924284
-0.21566294597215838,0.0007367492933967617
-1.4900265044271492,-1.458728517626045
0.9312642566373335,0.12703662816142536
-0.17872487181404267,0.7269610527845612
0.6062092040459155,0.004245079261953112
1.1381174719227813,0.7901109922185755
2.2407189855425345,1.758410063540128
0.26083821066753393,1.0813023796087526
-1.4807919858876204,-0.999137291745163
1.3431237835003234,1.6952601241061138
0.4326002555027718,0.744502702627343
1.6681788360917413,1.6952601241061138
-0.5924313023849384,0.30946978652635554
1.4040716058612142,1.4075770666844931
0.3051638996572727,0.32350310640058094
-1.3755184745369906,-0.8096874734431201
0.8998668936029351,1.2532105480680138
0.7170234265202625,0.10598664835008727
-0.09376730125037662,-1.2061287598899877
0.5692711298877998,0.03582004897896026
0.3384081663995768,1.2076022584767812
-0.08637968641875349,0.6041695038850889
-1.0707793627325364,-1.592045056431186
1.0513129976512094,1.284785517785021
-1.7116549493758435,-1.079828881021959
-0.6626136432853581,-0.7044375743864296
0.3217860330284248,-0.3044879579710057
-0.5554932282268226,0.44278632533149687
0.16110541044062157,-0.557087715707063
-0.6829295840723217,-1.6166033662110806
-1.4863326970113377,-0.8167041333802328
0.5120171149427205,1.0602523997974145
-1.100329822059029,-0.45183781665037237
0.1795744475196794,0.31648644646346824
1.9267453551985512,1.4847603259927329
0.39566218134465614,-0.4728877964617105
-1.543586711956417,-1.3429536286636854
0.002271691560724148,-0.37816288731068903
1.7346673695763495,1.6882434641690012
0.31255151448889584,-0.06942985007773024
-0.43729139092085245,-0.1641547592287517
-0.5240958651924242,0.12001996822431266
1.4354689688956126,1.0567440698288582
0.5969746855063865,1.6426351745777685
-2.007159542640769,-1.5429284368713974
0.04659738055046296,-0.9430040122482614
-1.3625901485816503,-1.3815452583178052
0.5988215892142924,1.6040435449236488
0.19804348459873725,0.3059614565577992
1.9766117553120073,1.3935437468102678
0.5083233075269089,-0.3044879579710057
-0.6644605469932638,-1.658703325833757
-0.8473040140759365,-0.297471298033893
-0.46314804283153344,0.3199947764320246
-1.185287392622695,-1.2938370091038964
1.1732086423729913,1.0427107499546326
0.7705836340495303,1.2181272483824501
-0.7808154805913282,0.0077534092305094615
-0.1436337013638328,0.8006359821242446
-0.2673762497935203,-0.2553713384112168
0.9497332937163914,0.895360891275266
